sentence_id,sentence
583," وشدد المالكي خلال مباحثات أجراها مع السفير رئيس مكتب تمثيل المملكة المغربية برام الله السيد محمد الحمزاوي ، "" على الموقف الفلسطيني الثابت بعدم التدخل بالشؤون الداخلية للدول العربية ، مع التأكيد على وحدة وسلامة كل الدول العربية وأراضيها ."
584," وأشاد وزير الخارجية الفلسطيني بعمق العلاقات الثنائية القائمة بين المغرب وفلسطين ، "" وبالدور الريادي الذي تلعبه المملكة المغربية في حماية القدس والمقدسات من خلال ترؤس صاحب الجلالة الملك محمد السادس للجنة القدس ."
585," كما عبر عن شكره للمملكة المغربية على موقفها الثابت تجاه الحقوق المشروعة للشعب الفلسطيني ، بما فيها حقه في إقامة دولته على حدود عام 1967 والقدس الشرقية عاصمة لها ."
586," وأشاد رئيس الدبلوماسية الفلسطينية كذلك بالمواقف التي عبرت عنها المملكة المغربية عقب الاعلان مؤخرا عن خطة السلام الأمريكية الجديدة المعروفة ب "" صفقة القرن "" ."
587," أشاد وزير الخارجية الفلسطيني ، السيد رياض المالكي ، "" اليوم الأربعاء ببروكسيل ، عاليا ، بالدور المحوري الذي يضطلع به صاحب الجلالة الملك محمد السادس ، "" بصفته رئيسا للجنة القدس ، في حماية المدينة المقدسة ودعم صمود أهلها ."
588," بروكسيل - أوضح السيد المالكي في تصريح لوكالة المغرب العربي للأنباء ، على هامش مشاركته في اجتماع للجنة الشؤون الخارجية بالبرلمان الأوروبي ، "" أن دعم جلالة الملك الموصول للقدس الشريف والقضية الفلسطينية عموما "" أمر معهود من جلالته "" ."
589," وأضاف السيد المالكي أن التنسيق المستمر بين جلالة الملك وأخيه الرئيس محمود عباس يكتسي أهمية بالغة في مواجهة ما هو قادم من "" الصعاب والتحديات "" ، "" وذلك في إطار التآزر بين البلدان العربية والإسلامية ، لاسيما الدول ذات الثقل الإقليمي من قبيل المغرب ."
590," وجدد رئيس الدبلوماسية الفلسطينية التأكيد على أن المغرب لطالما وقف إلى جانب الشعب الفلسطيني وقضيته ، "" مضيفا أن هذا الأمر "" ليس مستغربا على الإطلاق بالنسبة للمملكة وشعبها "" ."
591," رباط - أجرى وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، السيد ناصر بوريطة ، اليوم الاثنين بالرباط ، "" مباحثات مع رئيس مجلس الشورى السعودي ، السيد عبد الله بن محمد آل الشيخ "" وكان رئيس مجلس الشورى السعودي ، الذي يقوم بزيارة عمل إلى المملكة على رأس وفد هام ، قد أجرى صباح اليوم مباحثات مع رئيس مجلس النواب السيد الحبيب المالكي ، "" تم التأكيد خلالها على جودة العلاقات الثنائية ، والاتفاق على مأسستها وأجرأتها في لقاء مرتقب بالرياض ."
592," ويتضمن برنامج زيارة رئيس مجلس الشورى السعودي للمغرب ، عقد لقاءات مع عدد من المسؤولين المغاربة ."
593," الرباط ، ( وزارة الشؤون الخارجية ) "" شارك وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، السيد ناصر بوريطة ، اليوم الخميس ، "" عبر تقنية الاتصال المرئي ، في اجتماع جامعة الدول العربية المنعقد بطلب من دولة فلسطين ."
594," ودارت أشغال هذا الاجتماع ، المنعقد على مستوى وزراء الخارجية ، "" حول البحث عن سبل مواجهة خطط إسرائيل لضم الضفة الغربية أو أجزاء من أرض دولة فلسطين المحتلة عام 1967 ."
595," الرباط ( وزارة الشؤون الخارجية ) - "" قال رئيس المجلس الأعلى الليبي ، السيد خالد مشري ، يوم الجمعة في الرباط ، "" إن اتفاق الصخيرات يشكل "" المرجع السياسي لجميع المؤسسات الليبية "" ، "" مذكرا بأن هذه الاتفاقية رأت النور في المغرب "" وفق توجيهات جلالة الملك محمد السادس "" ."
596," ذكر السيد مشري خلال مؤتمر صحفي مشترك مع وزير الخارجية والتعاون الأفريقي والمغاربة المقيمين بالخارج السيد ناصر بوريطة بأن "" "" هذه التوجيهات الواضحة من جلالة الملك تتعلق بضرورة وضع كل الإمكانات والوسائل اللازمة رهن إشارة الليبيين حتى يتمكنوا من التوصل إلى حل من قبل الليبيين و لأجل الليبيين "" ."
597," وأكد رئيس المجلس الأعلى للدولة الليبية أنه "" "" لا نحتاج بأي حال من الأحوال إلى أي مبادرة سياسية أخرى "" ."
598," ويشير السيد مشري في هذا السياق إلى أننا "" "" نؤمن إيمانا راسخا بأن الجهود الدولية أو حتى الفردية من جانب دول معينة لا تساعد على حل الأزمة الليبية ."
599,"بل على العكس ، قد تزيد الأمر تعقيدًا "" ."
600," بالعودة إلى الإجتماع الذي عقده مع الوزير ، "" طرح السيد خالد مشري "" تقارب وجهات النظر "" حول القضايا ذات الاهتمام المشترك ."
601," مراكش ( وزارة الشؤون الخارجية ) "" - أشاد الأمين العام للاتحاد من أجل المتوسط ، ناصر كامل ، بدور "" الرائد "" الذي يلعبه المغرب في التعامل مع قضايا الهجرة ، مذكراً في هذا الصدد بالميثاق العالمي ، الذي يطلق عليه أيضًا "" ميثاق مراكش ، والذي تمكنت خلاله المملكة من "" حشد العالم بأسره حول رؤية مشتركة فيما يتعلق بتحدي الهجرة "" ."
602," في تصريح لـ Diplomatie ."
603,"ma ، على هامش المؤتمر الوزاري الثامن لحوار 5 + 5 ، حول الهجرة والتنمية ( مراكش ، 1 و2 مارس ) ، أشار السيد كامل إلى أنه شارك في هذا الاجتماع ليساهم في رصد وتحليل تحديات التنمية والهجرة في حوض البحر الابيض المتوسط ."
604," كما قال السيد كامل انه « لم نعالج مسألة تنظيم مسألة الهجرة فحسب ، بل تحدثنا أيضًا عن التعاون الذي يمر عبر تنمية مستدامة تجعل منه قادرا على تحقيق الرخاء لشعوبنا ، سواء في شمال افريقيا او في افريقيا جنوب الصحراء ."
605," "" وأشار إلى أن "" المغرب والجزائر وتونس قد غدت بلدان مقصد ، بعد ان كانت بلدان منشأ ، ملفتا إلى أهمية وجود سياسة تنمية متوازنة لكل أفريقيا "" ."
606," الرباط ، ( وزارة الشؤون الخارجية ) - قال وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، السيد ناصر بوريطة ، اليوم الاثنين ، خلال قمة مجموعة الاتصال لحركة عدم الانحياز ، عبر تقنية الفيديو ، إن دولة مجاورة تواصل تغذية الانفصال بالرغم من الظروف االاستثنائية الحالية ، وتحويل موارد ساكنتها لفائدة مبادرات تروم زعزعة الاستقرار الإقليمي ."
607," وأعرب السيد بوريطة ، في كلمة ألقاها عبر تقنية الاتصال المرئي ، باسم المملكة المغربية أمام قمة مجموعة الاتصال لحركة دول عدم الانحياز ، عن أسفه لاستمرار دولة مجاورة ، "" على الرغم من الظروف الاستثنائية الحالية ، في تغذية الانفصال وذلك في خرق للمبادئ المؤسسة لحركة عدم الانحياز "" ."
608," وأضاف في إشارة لإثارة الجزائر لقضية الصحراء المغربية خلال هذا الاجتماع ، أن هذه الدولة ، و "" عوض أن تستعمل مواردها لتحسين الوضعية الهشة لساكنتها في سياق جائحة كوفيد - 19 ، تعمل على تحويل هذه الموارد بهدف زعزعة الاستقرار الإقليمي "" عشرات أعضاء مجلس الشيوخ الأمريكي يرفضون مبيعات الأسلحة للسعودية "" عللوا قرارهم بجرائم الحرب المحتملة للتحالف بقيادة السعودية في اليمن "" وجه عشرات الأعضاء في مجلس الشيوخ الأمريكي رسالة قوية إلى السعودية : على عكس الرئيس دونالد ترامب ، يرغب الأعضاء في التوقف عن بيع السلاح للسعودية ، لاستخدامها أسلحة أمريكية بشكل متكرر في هجمات قد تكون جرائم حرب ."
609," صوّت 47 عضوا في المجلس لمنع صفقة أسلحة بقيمة 510 مليون دولار ، وكان هذا التحرك بحاجة إلى 3 أصوات فقط لمنع الصفقة ."
610," تبين أرقام كهذه في مجلس الشيوخ ، الذي كان دائما يتردد في تبني إجراءات قد تضر بالتحالف الأمريكي - السعودي ، أن الأوضاع بدأت تتغير ."
611," يركز مشروع قرار الرفض الذي تبناه أعضاء من الحزبين ، والذي اقترحه أعضاء مجلس الشيوخ الجمهوري راند بول من كنتاكي والديموقراطيان كريس مورفي وآل فرانكن من كونيتكت ومينيسوتا ، على مبيعات قطع الطائرات والأسلحة التي يستخدمها التحالف بقيادة السعودية في حرب اليمن ."
612," طُرح مشروع قرار مماثل في مجلس النواب ، "" ولو تمت المصادقة عليه لمُنعت مبيعات الذخائر دقيقة التوجيه ، وهي أولى عشرات الصفقات المحتملة التي سمح بها ترامب ."
613," في ديسمبر / كانون الأول الماضي ، أوقفت إدارة أوباما صفقة لبيع 400 مليون دولار من الأسلحة للسعودية ، تشمل ذخائر دقيقة التوجيه ، بسبب مخاوف بشأن الأضرار المدنية التي تخلفها الغارات في اليمن ."
614," لكن أحد أولى تحركات ترامب في السياسة الخارجية كان إعلان صفقات أسلحة ضخمة مع السعودية ، بقيمة تفوق 110 مليار دولار ، بما في ذلك قنابل من صنع "" رايثيون "" ، وأنظمة دفاعية مضادة للصواريخ من صنع "" لوكهيد مارتن "" ، وعربات قتالية من صنع "" بي إي إي "" ."
615," كما أعطت إدارة ترامب الضوء الأخضر لصفقة السلاح التي منعها أوباما ."
616," وثّقت هيومن رايتس ووتش عددا من انتهاكات القانون الإنساني الدولي على يد التحالف بقيادة السعودية منذ بدء حملته العسكرية في اليمن ضد الحوثيين وحلفائهم في مارس / آذار 2015 ."
617," أصابت الضربات الجوية المنازل والمدارس والمصانع والأسواق والمستشفيات ؛ قد تكون الكثيرُ منها هجمات مخالفة للقانون الدولي ، كما قد يكون بعضها جرائم حرب ."
618," استُخدمت في بعض الهجمات الفظيعة قنابل أمريكية ، بما في ذلك غارة على سوق في شمال اليمن في مارس / آذار 2016 أودت بحياة 97 مدنيا ، من بينهم 25 طفلا ."
619," أدى الصراع إلى كارثة إنسانية مع انتشار المجاعة ووباء الكوليرا اللذين يصيبان الفقراء من الأطفال وأسرهم أكثر من غيرهم ، بينما يمنع طرفا النزاع وصول المساعدات ."
620," قاد الحملة ضد مبيعات الأسلحة للسعودية عضوا مجلس الشيوخ كريس مورفي وراند بول ."
621," قد يغيّر دعم الحزبين لمشروع القرار هذا الوضع بالكامل ، على أمل أن يكون بداية نهاية التعاون الأمريكي مع انتهاكات التحالف بقيادة السعودية في اليمن ."
622," على مجلس الشيوخ الاستمرار في الضغط على إدارة ترامب إلى أن يكف السعوديون عن هجماتهم غير القانونية ويحققون بشكل موثوق في الهجمات العديدة التي تم شنها ."
623," ثمن الرئيس الفلسطيني محمود عباس اليوم السبت بعمان بالمملكة الأردنية الهاشمية ، الدور الذي تضطلع به المملكة المغربية ، بقيادة صاحب الجلالة الملك محمد السادس ، نصره الله و أيده ، رئيس لجنة القدس ، في دعم الشعب الفلسطيني لينال حريته واستقلاله ."
624," وذكرت وكالة الأنباء الفلسطينية "" وفا "" أن أبو مازن ، أكد خلال استقباله وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، السيد ناصر بوريطة ، على متانة العلاقات الأخوية المتميزة القائمة بين البلدين والشعبين الشقيقين "" وكان السيد بوريطة قد أبلغ الرئيس الفلسطيني رسالة شفوية من جلالة الملك تندرج في إطار التشاور الدائم بين قائدي البلدين حول القضية الفلسطينية في ظل التطورات الأخيرة "" أكد مستشار الرئيس الفلسطيني للشؤون الدينية والعلاقات مع الدول الإسلامية ، محمد الهباش أن المغرب ظل حاملا للهم وللقضية الفلسطينية ، ومدافعا عنها وعن عدالتها ، ومطالبا بإقامة دولة فلسطينية مستقلة عاصمتها القدس الشرقية تعيش في سلام ووئام وأمان ."
625," وتابع الهباش أن ما تقوم به المملكة المغربية ، تحت قيادة صاحب الجلالة الملك محمد السادس لنصرة القضية الفلسطينية ، ليس بالأمر الجديد والمستجد ، بل ظلت مواقفها ثابتة في نصرة هذه القضية ودعمها في المحافل الدولية والإقليمية ."
626," وسجل الهباش ، وهو أيضا قاضي قضاة فلسطين ، أن المغرب لم يخرج على الإطلاق عن الإجماع العربي في ما يتعلق بالقضية الفلسطينية القائم على أساس قبول ودعم ما يقبله الفلسطينيون ."
627," وعبر عن تقديره لوقوف المغرب إلى جانب القيادة الفلسطينية ، "" بالذات في هذه الظرفية الدقيقة والصعبة في تاريخ الشعب الفلسطيني ، عقب إعلان الإدراة الأمريكية عن خطتها الأحادية للسلام "" ، مشددا على أن حل القضية الفلسطينية هو مفتاح الاستقرار في الشرق الأوسط ."
628," وفضلا عن الدعم السياسي الموصول ، تطرق الهباش للدعم الاجتماعي والاقتصادي ، مشيرا إلى أن جهود ومبادرات بيت مال القدس ، التابعة للجنة القدس التي يرأسها جلالة الملك ، خير شاهد على حجم وقيمة الدعم الذي تقدمه المملكة المغربية للقضية الفلسطينية ."
629,"وأضاف أن هذه الجهود انصبت على وجه التحديد في اتجاه حماية مدينة القدس من مؤامرات تهويدها وطمس معالمها الحضارية والدينية كقبلة لاتباع الديانات السماوية الثلاث ."
630,"كما توقف عند الجهود التي تقوم بها وكالة بيت مال القدس في رعاية المواطنين وفي حماية الوجود الفلسطيني ودعم الأسر المقدسية وتوفير مساعدات ذات طابع إنساني بهدف تعزيز صمود المقدسيين والتصدي للمخطط الاسرائيلي الرامي إلى التضييق على المواطنين ودفعهم لمغاردة المدينة "" دعا المغرب ، اليوم الاثنين بجدة ، إلى إطلاق دينامية بناءة للسلام ، للوصول إلى حل عادل ودائم ومنصف للقضية الفلسطينية التي تشكل جوهر الصراع في منطقة الشرق الأوسط ."
631," وقالت الوزيرة المنتدبة لدى وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، المكلفة بالمغاربة المقيمين بالخارج ، السيدة نزهة الوفي في كلمة خلال الاجتماع الاستثنائي لمنظمة التعاون الإسلامي على مستوى وزراء الخارجية ، إن إطلاق هذه الدينامية هو السبيل الوحيد للوصول إلى حل واقعي قابل للتطبيق ومنصف ودائم للقضية الفلسطينية ، بما يمكن شعوب المنطقة من العيش بكرامة ورخاء واستقرار ، ويضمن الحقوق الشرعية للشعب الفلسطيني في إقامة دولته المستقلة القابلة للحياة وذات السيادة ، عاصمتها القدس الشرقية ."
632," وشددت الوزيرة على أن المملكة المغربية تظل مقتنعة بأن تسوية القضية الفلسطينية تبقى مفتاح الاستقرار في الشرق الأوسط ، مشيرة الى أن المغرب يقدر الجهود البناءة التي تقوم بها الإدارة الأمريكية ، ويتابع باهتمام إعلان الرئيس دونالد ترامب عن خطته للسلام ، وسيعكف على دراسة تفاصيلها ومقتضياتها بعناية كبيرة ."
633," وفي هذا الصدد ، قالت إن المغرب سجل وجود بعض عناصر التقاطع بين هذه الرؤية مع مبادئ وخيارات لطالما دافع عنها ، والتي تنبني على تأييد مبدأ حل الدولتين المتوافق عليه دوليا ، والتفاوض بين الطرفين باعتباره الأسلوب الأنجع للوصول إلى حل ، مع الحفاظ على الانفتاح على الحوار ، "" مبرزة أن قبول الطرفين لمختلف هذع العناصر أمر أساسي لتنفيذ هذه الخطة واستدامتها ."
634," وبخصوص القدس الشريف ، قالت الوزيرة إن المملكة ، التي يترأس صاحب الجلالة الملك محمد السادس ، لجنتها ، تعتبر أنه يجب الحفاظ على الوضع القانوني للمدينة المقدسة وأن يشكل القرار النهائي بشأنها موضوع مفاوضات بين الطرفين وفقا للشرعية الدولية ."
635," وأضافت أن المملكة تؤمن بأن القدس يجب أن تبقى أرضا للقاء ورمزا للتعايش السلمي بالنسبة لأتباع الديانات التوحيدية الثلاث ، ومركزا لقيم الاحترام المتبادل والحوار كما جاء في نداء القدس الموقع في الرباط يوم 30 مارس 2019 بين صاحب الجلالة وقداسة البابا فرنسيس ."
636," ويضم الوفد المغربي إلى الاجتماع كذلك مدير المشرق والخليج والمنظمات العربية والإسلامية بالوزارة السيد فؤاد أخريف ، ونائب المندوب الدائم للمغرب لدى منظمة التعاون الإسلامي السيد عبد الله باباه ."
637," ويأتي الاجتماع ، الذي يعقد بطلب من دولة فلسطين ، لبحث موقف المنظمة الموحد من خطة السلام الأمريكية المعروفة إعلاميا ب "" صفقة القرن "" التي أعلنها الرئيس دونالد ترمب ، الأسبوع الماضي ، بعد يومين على اجتماع لوزراء الخارجية العرب في القاهرة ، انتهى برفض "" الصفقة "" وتأكيد التمسك العربي بحق الشعب الفلسطيني في إقامة دولة مستقلة عاصمتها القدس الشريف ."
638," وقال الوزير المنتدب لدى وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، السيد محسن الجزولي ، في كلمة خلال الاجتماع الطارئ لمجلس الجامعة العربية على مستوى وزراء الخارجية العرب ، اليوم السبت بالقاهرة ، لبحث "" خطة السلام الأمريكية في الشرق الأوسط "" ، إن المملكة المغربية تؤكد "" دعمها الدائم للقضية الفلسطينية لإيجاد حل عادل ونهائي لهذه القضية ، ينصف الأشقاء الفلسطينيين "" ."
639," وأضاف الوزير أن حل القضية الفلسطينية هو "" مفتاح الاستقرار في الشرق الأوسط "" ، مبرزا أن المملكة المغربية "" تقدر الجهود البناءة للسلام التي تقدمت بها الإدارة الأمريكية من أجل التوصل الى حل دائم وعادل ومنصف لهذه القضية "" ."
640," وسجل السيد الجزولي أن المملكة المغربية "" تأمل في أن يتم إطلاق دينامية بناءة للسلام تهدف إلى إيجاد حل واقعي عادل ودائم وقابل للتطبيق للصراع الفلسطيني الإسرائيلي بما يلبي الحقوق المشروعة للشعب الفلسطيني ، من أجل دولة مستقلة وذات سيادة وعاصمتها القدس الشرقية ، وذلك لتمكين شعوب المنطقة من العيش بكرامة ورخاء واستقرار "" ."
641," وذكر الوزير بأن المملكة المغربية "" تابعت باهتمام خطة السلام التي أعلن عنها الرئيس الأمريكي حول القضية الاسرائيلية الفلسطينية ، وبالنظر الى أهمية هذه الرؤية وحجمها ، تدرس المملكة تفاصيلها بعناية كبيرة "" ."
642," وفي هذا الصدد ، تسجل المملكة المغربية ، يضيف الوزير المنتدب ، بعض عناصر التقاطع مع مبادئ وخيارات لا طالما دافعت عنها المملكة في هذا الملف ، ويتعلق الأمر على الخصوص بحل الدولتين ، وبالتفاوض بين الطرفين كنهج مفضل للتوصل إلى حل مع الحفاظ على الانفتاح على الحوار "" ."
643," وأشار إلى أن قبول الأطراف لمختلف العناصر يعد أساسيا لضمان استدامة هذا المخطط ، مشددا على أنه "" إذا كان البعد الاقتصادي مهما فيجب أن يكتمل ببعد سياسي "" ."
644," ولهذا ، تعتبر المملكة المغربية أنه "" يجب الحفاظ على وضعية القدس وأن يناقش القرار النهائي بين الطرفين وفقا للشرعية الدولية "" ."
645," ويمثل المغرب في هذا الاجتماع ، الذي يحضره الرئيس الفلسطيني محمود عباس ، وفد يرأسه السيد الجزولي ، ويضم على الخصوص ، سفير المملكة بالقاهرة ومندوبها الدائم بالجامعة العربية السيد أحمد التازي ، ومدير المشرق والخليج والمنظمات العربية والإسلامية بوزارة الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ، السيد فؤاد أخريف ، ورئيس قسم المنظمات العربية والإسلامية بالوزارة السيد عبد الرحيم مزيان ."
646," وقالت اللجنة ، في بيان لها ، إن موقف المملكة المنسجم مع الحقوق الشرعية للشعب الفلسطيني ؛ "" نابع من تأكيد صاحب الجلالة الملك محمد السادس على ضرورة الوقوف أمام محاولات تصفية القضية الفلسطينية ، وثقة الشعب الفلسطيني وقيادته بإيمان جلالته بعدالة القضية الفلسطينية "" ."
647," وكان وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج قد جدد أمس التأكيد على مبادئ وخيارات المغرب بخصوص القضية الفلسطينية ، خصوصا ما يتعلق "" بحل الدولتين ، والتفاوض بين الطرفين كنهج مفضل للتوصل إلى حل ، مع الحفاظ على الانفتاح على الحوار "" ."
648," كما أكد السيد بوريطة أن المملكة المغربية تأمل في أن يتم إطلاق دينامية بناءة للسلام ، من أجل التوصل إلى حل واقعي قابل للتطبيق ومنصف ودائم للقضية الإسرائيلية / الفلسطينية ، بما يلبي الحقوق المشروعة للشعب الفلسطيني ، في إقامة دولة مستقلة ، تتوفر لها شروط الحياة وذات سيادة ، وعاصمتها القدس الشرقية ."
649," وأضافت اللجنة الدولية لدعم الشعب الفلسطيني في بيانها أن جلالة الملك ما فتئ يؤكد حرصه المتواصل على التمسك بثوابت الشعب الفلسطيني وعلى رأسها حل الدولتين ، وقضية القدس وأهميتها لدى الأمتين العربية والإسلامية ولكل القوى المحبة للسلام في العالم ، ورفضه لكافة الإجراءات أحادية الجانب ، التي تخالف القانون الدولي وقرارات مجلس الأمن والجمعية العامة للأمم المتحدة ."
650," ويذكر أن اللجنة الدولية لدعم الشعب الفلسطيني هي لجنة منبثقة عن منظمة تضامن الشعوب الإفريقية الآسيوية وتضم لجان السلم والتضامن من خمس عشرة دولة إفريقية وآسيوية وأوروبية ، ويوجد مقرها العام بالعاصمة المغربية الرباط ، حيث يترأسها طالع السعود الأطلسي ."
651," أكد وزير الخارجية البحريني الشيخ خالد بن أحمد آل خليفة ، اليوم الأربعاء بالرباط ، على أن البحرين “ تثمن عاليا الدور التاريخي ” للمغرب في تثبيت الأمن والاستقرار في القارة الإفريقية ."
652," وأوضح الوزير البحريني ، في تصريح صحفي عقب مباحثات أجراها مع وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج السيد ناصر بوريطة ، أن هذا الدور التاريخي الهام للمغرب ساهم في تجنيب عدد من الدول “ السقوط في أيدي الإرهاب والفوضى ” ."
653," وفي هذا السياق ، ذكر الشيخ خالد بن أحمد آل خليفة بأن المغرب كان السباق إلى استضافة مختلف الفاعلين في المشهد الليبي ، مشيرا إلى أن اتفاق الصخيرات يتعين أن يكون هو الأساس لحل الأزمة الليبية ."
654," من جهة أخرى ، أشار الوزير البحريني إلى أن المباحثات التي أجراها مع السيد بوريطة شكلت مناسبة لإبراز تطابق وجهات نظر المملكتين ، تحت القيادة المستنيرة لقائدي البلدين ، إزاء مختلف القضايا والتحديات التي تواجهها المنطقة ."
655," جدد وزير الخارجية البحريني الشيخ خالد بن أحمد آل خليفة ، دعم بلاده لسيادة المغرب ووحدته الترابية ، "" مؤكدا أن الصحراء "" جزء لا يتجزأ من المغرب "" ."
656,"أكد وزير الخارجية البحريني ، في تصريح صحفي عقب مباحثاته مع وزير الشؤون الخارجية والتعاون الإفريقي والمغاربة المقيمين بالخارج ناصر بوريطة ، "" أن المغرب مملكة تاريخية حكمت الصحراء على الدوام ، مجددا دعم بلاده لموقف المغرب "" الحازم والواضح فيما يتعلق بسيادته "" ."
657," ومن جهة أخرى ، أكد وزير الخارجية البحريني ، أن بلاده تثمن الدور الهام للمغرب في دعم مختلف القضايا التي تهم البحرين ."
658," وأشار إلى ، أن المغرب كان لديه دائما موقف أخوي وصادق في دعم الدول العربية ."
659," ومن جانبه ، قال بوريطة ، إن هذا اللقاء يندرج في إطار التواصل والتشاور الدائمين بين المملكتين حول القضايا الثنائية والإقليمية ، منوها بالعلاقات الاستثنائية التي تجمعهما ."
660," وبعد أن أشار إلى تطابق وجهات نظر المملكتين حول العديد من القضايا الإقليمية ، دعا الوزير إلى الارتقاء بالعلاقات الاقتصادية إلى مستوى العلاقات السياسية الممتازة "" ."
661," وأعرب بوريطة ، عن شكره للبحرين على مواقفها الثابتة والداعمة لكافة القضايا التي تهم المغرب ."
662," كما ذكر بتضامن المغرب مع البحرين في كل القضايا التي تهم هذا البلد الشقيق ، تنفيذا للتعليمات السامية لجلالة الملك محمد السادس ."
663," على الولايات المتحدة وحلفائها الخليجيين تحمل المسؤولية عن انتهاكاتهم في اليمن "" اتصل بي مؤخرا رجل يمني بشأن قريبين له ، محتجزين سرا لفترة زادت عن العام في جنوب اليمن ."
664," كان يأمل أن يساعده الاهتمام الدولي ، خصوصا في الإمارات والولايات المتحدة ، على معرفة مكان وسبب احتجاز أقاربه ."
665," عندما التقينا في مدينة عدن الساحلية ، كشف لي أن القوات اليمنية التي تدعمها الإمارات احتجزته أيضا ."
666," قال إنه سُجن لعدة أشهر دون معرفة سبب احتجازه ، "" وضُرب مرارا وعُرّض لصدمات كهربائية ."
667," يتوزع قلقه بين قريبيه المفقودين والرجال والأولاد الذين اٌحتجزوا معه ."
668," على مدى الأشهر الستة الماضية ، وثقت "" هيومن رايتس ووتش "" عشرات الانتهاكات في مراكز وسجون غير رسمية وسرية ، تقع في مناطق تسيطر عليها الحكومة اليمنية المعترف بها دوليا ."
669," يشمل ذلك الاحتجاز التعسفي المطول ، التعذيب ، والإخفاء القسري – قامت بمعظم هذه الأفعال قوات يمنية مدعومة من الإمارات بزعم مكافحة الإرهاب ."
670," أوضح لي رجل شارك في احتجاجات ضد حالات الاختفاء في منطقته الخوف الذي شعرَت به أسر كثيرة بعد أخذ أشقائها أو أبنائها أو آبائها في منتصف الليل ، ثم سعيها إلى ، وعدم تمكنها من معرفة أماكن احتجازهم وما إن كان سيُفرج عنهم ."
671," أخبرني عن أحد الاحتجاجات قائلا : "" كان هناك أطفال صغار يرددون "" أطلقوا سراح آبائنا "" ."
672," كتبنا على اللافتات أننا ضد الإرهاب ، لكن احتجاز الأشخاص بهذه الطريقة هو إرهاب أيضا "" ."
673," في 22 يونيو / حزيران ، اتخذ الرئيس اليمني عبد ربه منصور هادي خطوة أولية نحو تقديم الإجابات والمحاسبة اللتين يسعى إليهما اليمنيون ممن اختفى أحباؤهم قسرا أو احتجزوا تعسفا ."
674," أصدر المرسوم رقم 115 القاضي بإنشاء لجنة للتحقيق في انتهاكات نقلتها التقارير وتقديم التوصيات ووضع وسائل لمعالجة قضايا مماثلة في المستقبل ."
675," يعاني اليمن من حرب مدمرة مستمرة منذ أكثر من عامين ."
676," في أواخر عام 2014 ، استولت على العاصمة صنعاء جماعة الحوثيين المسلحة والقوات الموالية للرئيس السابق علي عبد الله صالح ، الذي حكم لعهد طويل ."
677," فر الرئيس هادي لاحقا إلى السعودية ."
678," في مارس / آذار 2015 ، بدأ التحالف ، بقيادة السعودية وعضوية الإمارات ودعم عسكري أمريكي ، حملة جوية وبرية دعما للرئيس هادي ."
679," نفذ الائتلاف عشرات الغارات الجوية غير القانونية ، وقصف مدارس وأسواق ومنازل ومستشفيات مستخدما أسلحة أمريكية الصنع أغلب الوقت ."
680," دفعت الحرب باليمن ، والذي كان أصلا أفقر بلد في الشرق الأوسط ، إلى حافة كارثة إنسانية مع منع كلا الطرفين مرور المساعدات ."
681," يعيش الملايين من الناس على شفا مجاعة ، كما يدمر تفشي الكوليرا غير المسبوق البلاد ."
682," تعرض المدنيون في هذه المناطق لأهوال عديدة ، منها حالات اختفاء وتعذيب ."
683," وثقنا انتهاكات لقوات الحوثي - صالح التي تسيطر على أجزاء كبيرة من شمال اليمن ."
684," قامت الإمارات ، التي تقود جهود التحالف في جنوب وشرق اليمن ، جنبا إلى جنب مع القوات التي تدعمها الإمارات وتلك المتحالفة مع حكومة هادي ، بإخفاء العشرات ، واستخدمت السجون السرية ، كما أساءت معاملة الناس بمن فيهم الأطفال في المناطق التي تسيطر عليها ."
685," دعمت الولايات المتحدة عن كثب الجيش الإماراتي ."
686," وفقا لتقرير صدر مؤخرا عن "" أسوشيتد برس "" ، استجوبت الولايات المتحدة سجناء تحتجزهم الإمارات في اليمن ، وتبادلت الأسئلة مع مسؤولين إماراتيين ، وقرأت محاضر أقوال من تم استجوابهم ."
687," كان على الولايات المتحدة ، باعتبارها حليفا لدولة الإمارات ، دعوتها فورا إلى التعاون مع اللجنة اليمنية الجديدة ومنح حق الوصول إلى جميع مرافق الاحتجاز ."
688," يمكن أن تكون اللجنة اليمنية نقطة انطلاق هامة للحد من الانتهاكات المتفشية التي ترتكبها القوات الإماراتية وتلك التي تدعمها الإمارات ، فضلا عن القوات الموالية لحكومة هادي ، أثناء العمليات الأمنية ."
